Date,Close,Adj Close,Volume,DGS10,VIXCLS
2020-01-15,136.72,114.98,"16,293,400",1.79,12.42
2020-01-16,137.25,115.43,"10,783,800",1.81,12.32
2020-01-17,138.2,116.23,"14,697,700",1.84,12.1
2020-01-21,136.84,115.08,"8,474,200",1.78,12.85
2020-01-22,136.68,114.95,"7,549,100",1.77,12.91
2020-01-23,136.54,114.83,"9,345,700",1.74,12.98
2020-01-24,133.15,111.98,"15,166,400",1.7,14.56
2020-01-27,132.03,111.04,"12,860,500",1.61,18.23
2020-01-28,134.43,113.06,"13,062,800",1.65,16.28
2020-01-29,134.23,112.89,"9,326,000",1.6,16.39
2020-01-30,135.89,114.28,"9,048,900",1.57,15.49
2020-01-31,132.36,111.31,"12,785,200",1.51,18.84
2020-02-03,133.37,112.16,"10,021,100",1.54,17.97
2020-02-04,135.29,113.78,"9,157,100",1.61,16.05
2020-02-05,137.59,115.71,"10,150,700",1.66,15.15
2020-02-06,137.61,115.73,"8,992,300",1.65,14.96
2020-02-07,137.17,115.36,"6,379,800",1.59,15.47
2020-02-10,137.74,115.84,"5,960,700",1.56,15.04
2020-02-11,138.0,116.06,"6,578,600",1.59,15.18
2020-02-12,138.0,116.06,"7,958,000",1.62,13.74
2020-02-13,137.88,115.96,"7,447,500",1.61,14.15
2020-02-14,137.46,115.6,"6,627,600",1.59,13.68
2020-02-18,135.64,114.07,"8,996,400",1.55,14.83
2020-02-19,137.49,115.63,"7,071,200",1.56,14.38
2020-02-20,137.49,115.63,"7,422,800",1.52,15.56
2020-02-21,135.81,114.22,"9,772,800",1.46,17.08
2020-02-24,132.16,111.15,"13,618,400",1.38,25.03
2020-02-25,126.26,106.18,"20,797,200",1.33,27.85
2020-02-26,126.64,106.5,"24,825,600",1.33,27.56
2020-02-27,121.37,102.07,"23,005,500",1.3,39.16
2020-02-28,116.11,97.65,"45,931,400",1.13,40.11
2020-03-02,121.52,102.2,"27,355,400",1.1,33.42
2020-03-03,116.96,98.36,"32,547,700",1.02,36.82
2020-03-04,119.85,100.79,"25,795,900",1.02,31.99
2020-03-05,113.97,95.85,"25,025,600",0.92,39.62
2020-03-06,108.08,90.89,"38,159,400",0.74,41.94
2020-03-09,93.44,78.58,"40,352,000",0.54,54.46
2020-03-10,100.7,84.69,"31,102,700",0.76,47.3
2020-03-11,95.96,80.7,"38,127,000",0.82,53.9
2020-03-12,88.05,74.05,"49,725,200",0.88,75.47
2020-03-13,103.91,87.39,"38,543,300",0.94,57.83
2020-03-16,88.36,74.31,"38,589,700",0.73,82.69
2020-03-17,93.76,78.85,"35,239,800",1.02,75.91
2020-03-18,83.89,70.55,"41,525,600",1.18,76.45
2020-03-19,85.3,71.74,"32,175,100",1.12,72.0
2020-03-20,83.5,70.22,"30,150,800",0.92,66.04
2020-03-23,79.03,66.46,"32,536,600",0.76,61.59
2020-03-24,88.43,74.37,"34,363,200",0.84,61.67
2020-03-25,91.73,77.14,"38,111,700",0.88,63.95
2020-03-26,98.12,82.52,"29,826,300",0.83,61.0
2020-03-27,91.13,76.64,"30,041,500",0.72,65.54
2020-03-30,93.5,78.63,"21,656,900",0.7,57.08
2020-03-31,90.03,75.71,"23,379,300",0.7,53.54
2020-04-01,84.36,70.95,"28,029,600",0.62,57.06
2020-04-02,87.51,73.6,"24,018,000",0.63,50.91
2020-04-03,84.05,71.42,"21,199,400",0.62,46.8
2020-04-06,89.46,76.02,"26,820,800",0.67,45.24
2020-04-07,90.64,77.02,"22,563,800",0.75,46.7
2020-04-08,94.3,80.13,"22,903,300",0.77,43.35
2020-04-09,102.76,87.32,"42,055,900",0.73,41.67
2020-04-13,98.19,83.44,"26,911,900",0.76,41.17
2020-04-14,95.5,81.15,"46,151,300",0.76,37.76
2020-04-15,90.79,77.15,"30,118,600",0.63,40.84
2020-04-16,87.33,74.21,"32,449,600",0.61,40.11
2020-04-17,95.18,80.88,"30,191,900",0.65,38.15
2020-04-20,91.71,77.93,"23,679,400",0.63,43.83
2020-04-21,89.05,75.67,"23,035,000",0.58,45.41
2020-04-22,89.34,75.92,"16,662,400",0.63,41.98
2020-04-23,89.39,75.96,"16,638,800",0.61,41.38
2020-04-24,90.71,77.08,"15,809,200",0.6,35.93
2020-04-27,94.62,80.4,"22,870,200",0.67,33.29
2020-04-28,95.29,80.97,"20,238,900",0.62,33.57
2020-04-29,97.86,83.16,"20,462,600",0.63,31.23
2020-04-30,95.76,81.37,"19,127,600",0.64,34.15
2020-05-01,93.25,79.24,"18,547,700",0.64,37.19
2020-05-04,92.14,78.29,"15,725,900",0.64,35.97
2020-05-05,92.0,78.18,"18,064,100",0.66,33.61
2020-05-06,90.27,76.71,"20,978,000",0.72,34.12
2020-05-07,91.21,77.5,"16,771,900",0.63,31.44
2020-05-08,92.7,78.77,"20,487,800",0.69,27.98
2020-05-11,89.97,76.45,"31,907,600",0.73,27.57
2020-05-12,87.03,73.95,"27,962,900",0.69,33.04
2020-05-13,84.03,71.4,"35,451,600",0.64,35.28
2020-05-14,87.52,74.37,"35,152,500",0.63,32.61
2020-05-15,85.9,72.99,"26,099,000",0.64,31.89
2020-05-18,90.45,76.86,"30,504,400",0.73,29.3
2020-05-19,88.67,75.35,"19,597,300",0.7,30.53
2020-05-20,91.33,77.61,"20,552,400",0.68,27.99
2020-05-21,90.17,76.62,"14,621,400",0.68,29.53
2020-05-22,89.47,76.03,"13,557,900",0.66,28.16
2020-05-26,95.82,81.42,"41,233,900",0.69,28.01
2020-05-27,101.37,86.14,"39,402,000",0.68,27.62
2020-05-28,99.86,84.85,"24,713,900",0.7,28.59
2020-05-29,97.31,82.69,"26,526,400",0.65,27.51
2020-06-01,98.6,83.78,"15,176,800",0.66,28.23
2020-06-02,98.93,84.06,"21,195,000",0.68,26.84
2020-06-03,104.27,88.6,"25,941,100",0.77,25.66
2020-06-04,106.44,90.45,"26,784,700",0.82,25.81
2020-06-05,111.23,94.52,"42,231,000",0.91,24.52
2020-06-08,113.45,96.4,"24,881,800",0.88,25.81
2020-06-09,110.54,93.93,"17,031,100",0.84,27.57
2020-06-10,106.06,90.12,"24,913,300",0.75,27.57
2020-06-11,97.21,82.6,"36,259,200",0.66,40.79
2020-06-12,99.87,84.86,"24,856,800",0.71,36.09
2020-06-15,101.25,86.04,"22,153,600",0.71,34.4
2020-06-16,102.06,86.72,"22,193,600",0.75,33.67
2020-06-17,99.48,84.53,"15,639,800",0.74,33.47
2020-06-18,98.94,84.07,"16,591,900",0.71,32.94
2020-06-19,97.81,83.11,"40,371,200",0.7,35.12
2020-06-22,96.75,82.21,"16,216,900",0.71,31.77
2020-06-23,97.93,83.21,"15,381,400",0.72,31.37
2020-06-24,94.66,80.44,"22,919,800",0.69,33.84
2020-06-25,97.96,83.24,"25,743,600",0.68,32.22
2020-06-26,92.59,78.68,"41,896,300",0.64,34.73
2020-06-29,93.0,79.03,"18,499,700",0.64,31.78
2020-06-30,94.06,79.93,"19,137,000",0.66,30.43
2020-07-01,93.26,79.25,"18,755,700",0.69,28.62
2020-07-02,92.66,79.5,"27,845,600",0.68,27.68
2020-07-06,95.0,81.51,"18,625,300",0.69,27.94
2020-07-07,92.32,79.21,"25,757,200",0.65,29.43
2020-07-08,93.3,80.05,"18,762,200",0.67,28.08
2020-07-09,91.28,78.32,"25,600,800",0.62,29.26
2020-07-10,96.27,82.6,"28,954,200",0.65,27.29
2020-07-13,97.65,83.79,"32,079,200",0.64,32.19
2020-07-14,98.21,84.27,"42,731,700",0.63,29.52
2020-07-15,99.73,85.57,"22,508,400",0.64,27.76
2020-07-16,100.01,85.81,"16,886,900",0.62,28.0
2020-07-17,98.16,84.22,"16,137,700",0.64,25.68
2020-07-20,97.3,83.48,"14,458,100",0.62,24.46
2020-07-21,99.41,85.3,"17,798,100",0.61,24.84
2020-07-22,98.69,84.68,"14,271,200",0.6,24.32
2020-07-23,98.98,84.93,"12,870,200",0.59,26.08
2020-07-24,98.28,84.33,"12,744,200",0.59,25.84
2020-07-27,96.9,83.14,"11,959,100",0.62,24.74
2020-07-28,97.32,83.5,"11,754,300",0.59,25.44
2020-07-29,99.68,85.53,"12,743,500",0.58,24.1
2020-07-30,97.02,83.24,"14,834,800",0.55,24.76
2020-07-31,96.64,82.92,"14,535,000",0.55,24.46
2020-08-03,96.1,82.46,"12,962,800",0.56,24.28
2020-08-04,95.55,81.98,"13,366,200",0.52,23.76
2020-08-05,97.21,83.41,"15,260,900",0.55,22.99
2020-08-06,97.24,83.43,"10,482,100",0.55,22.65
2020-08-07,99.38,85.27,"14,743,700",0.57,22.21
2020-08-10,100.64,86.35,"14,989,900",0.59,22.13
2020-08-11,103.82,89.08,"31,518,600",0.64,24.03
2020-08-12,102.94,88.32,"19,240,800",0.69,22.28
2020-08-13,102.37,87.84,"13,598,600",0.71,22.13
2020-08-14,102.41,87.87,"12,134,400",0.71,22.05
2020-08-17,99.71,85.55,"14,988,000",0.69,21.35
2020-08-18,98.32,84.36,"13,246,500",0.67,21.51
2020-08-19,98.55,84.56,"13,533,000",0.68,22.54
2020-08-20,97.37,83.54,"13,672,600",0.65,22.72
2020-08-21,97.32,83.5,"12,228,300",0.64,22.54
2020-08-24,100.06,85.85,"17,898,300",0.65,22.37
2020-08-25,100.5,86.23,"13,648,900",0.69,22.03
2020-08-26,99.09,85.02,"12,052,400",0.69,23.27
2020-08-27,102.35,87.82,"22,163,900",0.74,24.47
2020-08-28,102.77,88.18,"13,756,700",0.74,22.96
2020-08-31,100.19,85.96,"14,219,400",0.72,26.41
2020-09-01,100.14,85.92,"11,595,600",0.68,26.12
2020-09-02,101.65,87.22,"14,475,700",0.66,26.57
2020-09-03,101.33,86.94,"23,281,200",0.63,33.6
2020-09-04,103.52,88.82,"26,325,500",0.72,30.75
2020-09-08,99.92,85.73,"22,108,600",0.69,31.46
2020-09-09,100.87,86.55,"13,434,000",0.71,28.81
2020-09-10,99.83,85.66,"15,922,800",0.68,29.71
2020-09-11,101.07,86.72,"13,784,300",0.67,26.87
2020-09-14,102.47,87.92,"19,017,400",0.68,25.85
2020-09-15,99.28,85.18,"23,683,000",0.68,25.59
2020-09-16,99.7,85.54,"19,270,600",0.69,26.04
2020-09-17,98.56,84.57,"18,290,100",0.69,26.46
2020-09-18,98.35,84.39,"20,121,600",0.7,25.83
2020-09-21,95.31,81.78,"28,378,800",0.68,27.78
2020-09-22,94.27,80.89,"19,257,000",0.68,26.86
2020-09-23,92.74,79.57,"19,952,700",0.68,28.58
2020-09-24,92.66,79.5,"18,366,500",0.67,28.51
2020-09-25,93.47,80.2,"13,293,100",0.66,26.38
2020-09-28,96.16,82.51,"20,894,100",0.67,26.19
2020-09-29,95.35,81.81,"12,848,200",0.66,26.27
2020-09-30,96.27,82.6,"16,400,600",0.69,26.37
2020-10-01,96.97,83.2,"15,778,700",0.68,26.7
2020-10-02,97.89,83.99,"15,149,600",0.7,27.63
2020-10-05,99.04,85.77,"13,871,900",0.78,27.96
2020-10-06,98.02,84.88,"19,220,400",0.76,29.48
2020-10-07,99.73,86.36,"16,358,500",0.81,28.06
2020-10-08,101.78,88.14,"15,659,000",0.78,26.36
2020-10-09,101.2,87.64,"13,689,100",0.79,25.0
2020-10-12,102.44,88.71,"16,058,000",0.79,25.07
2020-10-13,100.78,87.27,"21,697,300",0.74,26.07
2020-10-14,100.22,86.79,"15,204,100",0.73,26.4
2020-10-15,101.72,88.09,"17,171,200",0.74,26.97
2020-10-16,101.51,87.91,"13,275,000",0.76,27.41
2020-10-19,99.8,86.42,"11,725,700",0.78,29.18
2020-10-20,100.37,86.92,"11,257,100",0.81,29.35
2020-10-21,99.37,86.05,"10,730,500",0.83,28.65
2020-10-22,102.88,89.09,"14,837,200",0.87,28.11
2020-10-23,103.81,89.9,"15,087,600",0.85,27.55
2020-10-26,101.24,87.67,"12,410,700",0.81,32.46
2020-10-27,99.33,86.02,"10,391,700",0.79,33.35
2020-10-28,96.54,83.6,"16,389,500",0.79,40.28
2020-10-29,97.17,84.15,"14,208,800",0.85,37.59
2020-10-30,98.04,84.9,"15,194,500",0.88,38.02
2020-11-02,100.25,86.81,"15,011,600",0.87,37.13
2020-11-03,103.41,89.55,"17,482,600",0.9,35.55
2020-11-04,100.25,86.81,"18,886,500",0.78,29.57
2020-11-05,104.35,90.36,"17,837,400",0.79,27.58
2020-11-06,102.96,89.16,"12,552,800",0.83,24.86
2020-11-09,116.9,101.23,"47,792,400",0.96,25.75
2020-11-10,116.52,100.9,"20,539,300",0.98,24.8
2020-11-11,114.78,99.4,"14,443,400",0.98,23.45
2020-11-12,113.37,98.18,"22,063,000",0.88,25.35
2020-11-13,114.08,98.79,"11,847,900",0.89,23.1
2020-11-16,117.3,101.58,"19,858,600",0.91,22.45
2020-11-17,116.11,100.55,"14,553,200",0.87,22.71
2020-11-18,115.25,99.8,"12,571,200",0.88,23.84
2020-11-19,115.56,100.07,"10,202,500",0.86,23.11
2020-11-20,114.57,99.21,"12,718,900",0.83,23.7
2020-11-23,117.87,102.07,"13,209,200",0.86,22.66
2020-11-24,123.32,106.79,"20,121,600",0.88,21.64
